Train Metrics
Epoch 0, 25% 	 Loss : 5.1453e+04 	 Res : 1.0606e+03 	 Enc : 7.7082e+02 	 AEnc : 4.2988e+02 	 MSE : 5.8282e+02
Epoch 0, 50% 	 Loss : 8.6603e+03 	 Res : 1.9022e+01 	 Enc : 3.0904e+02 	 AEnc : 3.6520e+01 	 MSE : 1.2036e+02
Epoch 0, 75% 	 Loss : 1.1281e+03 	 Res : 9.7327e+00 	 Enc : 2.6446e+01 	 AEnc : 1.6788e+00 	 MSE : 5.7166e+01
Training Epoch 0 : 	 Train : 1.57945e+04 	 Res : 2.81780e+02 	 Enc : 2.83153e+02 	 AE : 1.20663e+02 	 MSE : 2.06539e+02
Validation Epoch 0 : 	 Train : 1.74370e+02 	 Res : 1.81100e+00 	 Enc : 4.10528e-01 	 AE : 2.91405e-01 	 MSE : 4.92318e+01
Training Epoch 0 finished, took current epoch 161.72s, cumulative time 161.67s
Current Learning rate : 0.001
MODEL SAVED
Epoch 1, 25% 	 Loss : 1.2846e+02 	 Res : 1.2435e+00 	 Enc : 3.8103e-01 	 AEnc : 2.1142e-01 	 MSE : 4.7113e+01
Epoch 1, 50% 	 Loss : 7.5754e+01 	 Res : 6.4017e-01 	 Enc : 3.4506e-01 	 AEnc : 5.8261e-02 	 MSE : 4.3372e+01
Epoch 1, 75% 	 Loss : 5.6438e+01 	 Res : 4.6873e-01 	 Enc : 2.5613e-01 	 AEnc : 3.4543e-02 	 MSE : 4.0680e+01
Training Epoch 1 : 	 Train : 7.78852e+01 	 Res : 6.92526e-01 	 Enc : 3.01644e-01 	 AE : 8.46316e-02 	 MSE : 4.31656e+01
Validation Epoch 1 : 	 Train : 4.36024e+01 	 Res : 3.41947e-01 	 Enc : 2.03854e-01 	 AE : 2.53111e-02 	 MSE : 4.14227e+01
Training Epoch 1 finished, took current epoch 157.55s, cumulative time 319.20s
Current Learning rate : 0.001
MODEL SAVED
Epoch 2, 25% 	 Loss : 3.9917e+01 	 Res : 3.1292e-01 	 Enc : 1.8282e-01 	 AEnc : 2.1088e-02 	 MSE : 3.9908e+01
Epoch 2, 50% 	 Loss : 3.5205e+01 	 Res : 2.7761e-01 	 Enc : 1.5534e-01 	 AEnc : 1.5629e-02 	 MSE : 3.9283e+01
Epoch 2, 75% 	 Loss : 3.0863e+01 	 Res : 2.4433e-01 	 Enc : 1.3602e-01 	 AEnc : 1.3239e-02 	 MSE : 3.8099e+01
Training Epoch 2 : 	 Train : 3.38700e+01 	 Res : 2.68298e-01 	 Enc : 1.49338e-01 	 AE : 1.56249e-02 	 MSE : 3.86411e+01
Validation Epoch 2 : 	 Train : 2.83376e+01 	 Res : 2.30456e-01 	 Enc : 1.11153e-01 	 AE : 1.15749e-02 	 MSE : 3.87128e+01
Training Epoch 2 finished, took current epoch 157.89s, cumulative time 477.06s
Current Learning rate : 0.001
MODEL SAVED
Epoch 3, 25% 	 Loss : 2.6774e+01 	 Res : 2.1562e-01 	 Enc : 1.1079e-01 	 AEnc : 1.1263e-02 	 MSE : 3.6196e+01
Epoch 3, 50% 	 Loss : 2.6045e+01 	 Res : 2.1344e-01 	 Enc : 1.0094e-01 	 AEnc : 1.1042e-02 	 MSE : 3.6525e+01
Epoch 3, 75% 	 Loss : 2.4504e+01 	 Res : 2.0086e-01 	 Enc : 9.2688e-02 	 AEnc : 1.0125e-02 	 MSE : 3.6999e+01
Training Epoch 3 : 	 Train : 2.52050e+01 	 Res : 2.08542e-01 	 Enc : 9.59472e-02 	 AE : 1.05721e-02 	 MSE : 3.62408e+01
Validation Epoch 3 : 	 Train : 2.26073e+01 	 Res : 1.89305e-01 	 Enc : 7.99685e-02 	 AE : 9.85682e-03 	 MSE : 3.64581e+01
Training Epoch 3 finished, took current epoch 156.91s, cumulative time 633.94s
Current Learning rate : 0.001
MODEL SAVED
Epoch 4, 25% 	 Loss : 2.1806e+01 	 Res : 1.8536e-01 	 Enc : 7.4903e-02 	 AEnc : 9.4720e-03 	 MSE : 3.4614e+01
Epoch 4, 50% 	 Loss : 2.1288e+01 	 Res : 1.8092e-01 	 Enc : 7.0455e-02 	 AEnc : 9.0754e-03 	 MSE : 3.4224e+01
Epoch 4, 75% 	 Loss : 2.0239e+01 	 Res : 1.7157e-01 	 Enc : 6.6243e-02 	 AEnc : 8.6768e-03 	 MSE : 3.4429e+01
Training Epoch 4 : 	 Train : 2.08969e+01 	 Res : 1.77556e-01 	 Enc : 6.86021e-02 	 AE : 9.03664e-03 	 MSE : 3.44919e+01
Validation Epoch 4 : 	 Train : 1.90680e+01 	 Res : 1.65194e-01 	 Enc : 5.50480e-02 	 AE : 7.63600e-03 	 MSE : 3.53706e+01
Training Epoch 4 finished, took current epoch 157.79s, cumulative time 791.69s
Current Learning rate : 0.001
MODEL SAVED
Epoch 5, 25% 	 Loss : 1.8996e+01 	 Res : 1.6385e-01 	 Enc : 5.6462e-02 	 AEnc : 8.3077e-03 	 MSE : 3.2568e+01
Epoch 5, 50% 	 Loss : 1.8408e+01 	 Res : 1.5715e-01 	 Enc : 5.4272e-02 	 AEnc : 8.0216e-03 	 MSE : 3.3992e+01
Epoch 5, 75% 	 Loss : 1.6674e+01 	 Res : 1.4124e-01 	 Enc : 4.8556e-02 	 AEnc : 7.2119e-03 	 MSE : 3.1982e+01
Training Epoch 5 : 	 Train : 1.76424e+01 	 Res : 1.50857e-01 	 Enc : 5.09345e-02 	 AE : 7.69712e-03 	 MSE : 3.26251e+01
Validation Epoch 5 : 	 Train : 1.59051e+01 	 Res : 1.30629e-01 	 Enc : 4.84485e-02 	 AE : 7.82050e-03 	 MSE : 3.13970e+01
Training Epoch 5 finished, took current epoch 156.96s, cumulative time 948.63s
Current Learning rate : 0.001
MODEL SAVED
Epoch 6, 25% 	 Loss : 1.5079e+01 	 Res : 1.2774e-01 	 Enc : 4.1565e-02 	 AEnc : 6.6276e-03 	 MSE : 2.9535e+01
Epoch 6, 50% 	 Loss : 1.5759e+01 	 Res : 1.3529e-01 	 Enc : 3.8733e-02 	 AEnc : 7.1045e-03 	 MSE : 3.0663e+01
Epoch 6, 75% 	 Loss : 1.4455e+01 	 Res : 1.2340e-01 	 Enc : 3.6211e-02 	 AEnc : 5.9711e-03 	 MSE : 2.9936e+01
Training Epoch 6 : 	 Train : 1.48376e+01 	 Res : 1.26254e-01 	 Enc : 3.78869e-02 	 AE : 6.53283e-03 	 MSE : 2.98676e+01
Validation Epoch 6 : 	 Train : 1.34397e+01 	 Res : 1.11376e-01 	 Enc : 3.20396e-02 	 AE : 7.07250e-03 	 MSE : 2.92937e+01
Training Epoch 6 finished, took current epoch 155.56s, cumulative time 1104.16s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 1.2779e+01 	 Res : 1.0568e-01 	 Enc : 3.2200e-02 	 AEnc : 5.2890e-03 	 MSE : 2.6435e+01
Epoch 7, 50% 	 Loss : 1.2698e+01 	 Res : 1.0422e-01 	 Enc : 3.0390e-02 	 AEnc : 5.1390e-03 	 MSE : 2.6578e+01
Epoch 7, 75% 	 Loss : 1.2084e+01 	 Res : 9.8368e-02 	 Enc : 2.9990e-02 	 AEnc : 4.4323e-03 	 MSE : 2.4891e+01
Training Epoch 7 : 	 Train : 1.24087e+01 	 Res : 1.01417e-01 	 Enc : 3.02859e-02 	 AE : 4.79427e-03 	 MSE : 2.60389e+01
Validation Epoch 7 : 	 Train : 1.13080e+01 	 Res : 9.06621e-02 	 Enc : 2.64253e-02 	 AE : 3.27707e-03 	 MSE : 2.73983e+01
Training Epoch 7 finished, took current epoch 157.64s, cumulative time 1261.77s
Current Learning rate : 0.001
MODEL SAVED
Epoch 8, 25% 	 Loss : 1.1721e+01 	 Res : 9.7171e-02 	 Enc : 2.9019e-02 	 AEnc : 3.3036e-03 	 MSE : 2.7753e+01
Epoch 8, 50% 	 Loss : 1.0833e+01 	 Res : 8.6731e-02 	 Enc : 2.4750e-02 	 AEnc : 3.2192e-03 	 MSE : 2.6002e+01
Epoch 8, 75% 	 Loss : 1.0599e+01 	 Res : 8.5815e-02 	 Enc : 2.2809e-02 	 AEnc : 3.0547e-03 	 MSE : 2.5845e+01
Training Epoch 8 : 	 Train : 1.10050e+01 	 Res : 8.91479e-02 	 Enc : 2.46100e-02 	 AE : 3.23427e-03 	 MSE : 2.67341e+01
Validation Epoch 8 : 	 Train : 1.02077e+01 	 Res : 8.14228e-02 	 Enc : 2.04306e-02 	 AE : 2.64896e-03 	 MSE : 2.40756e+01
Training Epoch 8 finished, took current epoch 153.31s, cumulative time 1415.06s
Current Learning rate : 0.001
MODEL SAVED
Epoch 9, 25% 	 Loss : 1.0044e+01 	 Res : 8.0731e-02 	 Enc : 1.9646e-02 	 AEnc : 2.8893e-03 	 MSE : 2.5282e+01
Epoch 9, 50% 	 Loss : 1.0194e+01 	 Res : 8.3909e-02 	 Enc : 1.8820e-02 	 AEnc : 2.9793e-03 	 MSE : 2.6054e+01
Epoch 9, 75% 	 Loss : 9.7710e+00 	 Res : 7.6620e-02 	 Enc : 1.7639e-02 	 AEnc : 2.8172e-03 	 MSE : 2.7407e+01
Training Epoch 9 : 	 Train : 9.88289e+00 	 Res : 7.90031e-02 	 Enc : 1.84399e-02 	 AE : 2.90096e-03 	 MSE : 2.59550e+01
Validation Epoch 9 : 	 Train : 9.60285e+00 	 Res : 7.42657e-02 	 Enc : 1.86560e-02 	 AE : 2.13612e-03 	 MSE : 2.99863e+01
Training Epoch 9 finished, took current epoch 157.65s, cumulative time 1572.67s
Current Learning rate : 0.001
MODEL SAVED
Epoch 10, 25% 	 Loss : 9.6252e+00 	 Res : 7.6322e-02 	 Enc : 1.6784e-02 	 AEnc : 2.6036e-03 	 MSE : 2.7127e+01
Epoch 10, 50% 	 Loss : 9.0344e+00 	 Res : 7.0249e-02 	 Enc : 1.6018e-02 	 AEnc : 2.5589e-03 	 MSE : 2.4970e+01
Epoch 10, 75% 	 Loss : 9.0619e+00 	 Res : 6.9960e-02 	 Enc : 1.5711e-02 	 AEnc : 2.4411e-03 	 MSE : 2.4995e+01
Training Epoch 10 : 	 Train : 9.26494e+00 	 Res : 7.28492e-02 	 Enc : 1.61630e-02 	 AE : 2.49916e-03 	 MSE : 2.59714e+01
Validation Epoch 10 : 	 Train : 8.94072e+00 	 Res : 6.65606e-02 	 Enc : 1.57978e-02 	 AE : 1.92202e-03 	 MSE : 2.88139e+01
Training Epoch 10 finished, took current epoch 157.36s, cumulative time 1730.01s
Current Learning rate : 0.001
MODEL SAVED
Epoch 11, 25% 	 Loss : 8.6529e+00 	 Res : 6.6010e-02 	 Enc : 1.5407e-02 	 AEnc : 2.2153e-03 	 MSE : 2.4046e+01
Epoch 11, 50% 	 Loss : 8.5887e+00 	 Res : 6.4037e-02 	 Enc : 1.4434e-02 	 AEnc : 2.6253e-03 	 MSE : 2.4058e+01
Epoch 11, 75% 	 Loss : 8.5537e+00 	 Res : 6.4079e-02 	 Enc : 1.3798e-02 	 AEnc : 2.5936e-03 	 MSE : 2.4653e+01
Training Epoch 11 : 	 Train : 8.47684e+00 	 Res : 6.32067e-02 	 Enc : 1.42941e-02 	 AE : 2.45112e-03 	 MSE : 2.39406e+01
Validation Epoch 11 : 	 Train : 7.98560e+00 	 Res : 5.75621e-02 	 Enc : 1.30902e-02 	 AE : 1.44578e-03 	 MSE : 2.50380e+01
Training Epoch 11 finished, took current epoch 156.13s, cumulative time 1886.13s
Current Learning rate : 0.001
MODEL SAVED
Epoch 12, 25% 	 Loss : 8.1411e+00 	 Res : 5.9487e-02 	 Enc : 1.3005e-02 	 AEnc : 2.8195e-03 	 MSE : 2.2718e+01
Epoch 12, 50% 	 Loss : 7.8365e+00 	 Res : 5.4829e-02 	 Enc : 1.2785e-02 	 AEnc : 2.0162e-03 	 MSE : 2.2147e+01
Epoch 12, 75% 	 Loss : 7.6306e+00 	 Res : 5.4023e-02 	 Enc : 1.2258e-02 	 AEnc : 2.0026e-03 	 MSE : 2.2410e+01
Training Epoch 12 : 	 Train : 7.90763e+00 	 Res : 5.75258e-02 	 Enc : 1.26477e-02 	 AE : 2.21201e-03 	 MSE : 2.26576e+01
Validation Epoch 12 : 	 Train : 7.34438e+00 	 Res : 5.02229e-02 	 Enc : 1.19075e-02 	 AE : 1.43406e-03 	 MSE : 2.51236e+01
Training Epoch 12 finished, took current epoch 156.58s, cumulative time 2042.69s
Current Learning rate : 0.001
MODEL SAVED
Epoch 13, 25% 	 Loss : 8.0030e+00 	 Res : 5.9736e-02 	 Enc : 1.2276e-02 	 AEnc : 1.8494e-03 	 MSE : 2.4822e+01
Epoch 13, 50% 	 Loss : 7.4297e+00 	 Res : 5.0878e-02 	 Enc : 1.1740e-02 	 AEnc : 1.9832e-03 	 MSE : 2.2140e+01
Epoch 13, 75% 	 Loss : 6.9415e+00 	 Res : 4.6075e-02 	 Enc : 1.1303e-02 	 AEnc : 1.5960e-03 	 MSE : 2.0320e+01
Training Epoch 13 : 	 Train : 7.31020e+00 	 Res : 5.03327e-02 	 Enc : 1.15700e-02 	 AE : 1.74750e-03 	 MSE : 2.16423e+01
Validation Epoch 13 : 	 Train : 6.74489e+00 	 Res : 4.15378e-02 	 Enc : 1.08518e-02 	 AE : 1.19051e-03 	 MSE : 2.04377e+01
Training Epoch 13 finished, took current epoch 154.70s, cumulative time 2197.36s
Current Learning rate : 0.001
MODEL SAVED
