Train Metrics
Epoch 0, 25% 	 Loss : 1.3850e+03 	 Res : 3.0645e+01 	 Enc : 7.4065e+01 	 AEnc : 2.8032e+01 	 MSE : 9.0684e+01
Epoch 0, 50% 	 Loss : 2.4091e+02 	 Res : 5.1354e+00 	 Enc : 8.3859e+00 	 AEnc : 9.5513e-01 	 MSE : 5.2607e+01
Epoch 0, 75% 	 Loss : 9.3217e+01 	 Res : 2.3438e+00 	 Enc : 5.2158e-01 	 AEnc : 2.6418e-01 	 MSE : 5.0269e+01
Training Epoch 0 : 	 Train : 4.53725e+02 	 Res : 1.00442e+01 	 Enc : 2.14554e+01 	 AE : 7.59091e+00 	 MSE : 5.97243e+01
Validation Epoch 0 : 	 Train : 4.10548e+01 	 Res : 6.96396e-01 	 Enc : 4.29551e-01 	 AE : 1.57480e-01 	 MSE : 4.47783e+01
Training Epoch 0 finished, took current epoch 73.69s, cumulative time 73.58s
Current Learning rate : 0.001
MODEL SAVED
Epoch 1, 25% 	 Loss : 3.3431e+01 	 Res : 5.1900e-01 	 Enc : 3.9482e-01 	 AEnc : 8.0784e-02 	 MSE : 4.3129e+01
Epoch 1, 50% 	 Loss : 2.4950e+01 	 Res : 3.7248e-01 	 Enc : 2.9473e-01 	 AEnc : 4.1814e-02 	 MSE : 4.0374e+01
Epoch 1, 75% 	 Loss : 2.1533e+01 	 Res : 3.3246e-01 	 Enc : 2.3795e-01 	 AEnc : 3.2547e-02 	 MSE : 3.8138e+01
Training Epoch 1 : 	 Train : 2.51797e+01 	 Res : 3.87541e-01 	 Enc : 2.86712e-01 	 AE : 4.66177e-02 	 MSE : 4.02478e+01
Validation Epoch 1 : 	 Train : 1.93753e+01 	 Res : 2.85756e-01 	 Enc : 2.12068e-01 	 AE : 2.75464e-02 	 MSE : 3.95731e+01
Training Epoch 1 finished, took current epoch 70.93s, cumulative time 144.46s
Current Learning rate : 0.001
MODEL SAVED
Epoch 2, 25% 	 Loss : 1.8821e+01 	 Res : 2.8809e-01 	 Enc : 1.9637e-01 	 AEnc : 2.6299e-02 	 MSE : 3.8312e+01
Epoch 2, 50% 	 Loss : 1.7691e+01 	 Res : 2.7062e-01 	 Enc : 1.7704e-01 	 AEnc : 2.3847e-02 	 MSE : 3.7956e+01
Epoch 2, 75% 	 Loss : 1.5201e+01 	 Res : 2.2274e-01 	 Enc : 1.5767e-01 	 AEnc : 1.5273e-02 	 MSE : 3.6117e+01
Training Epoch 2 : 	 Train : 1.64796e+01 	 Res : 2.47267e-01 	 Enc : 1.68089e-01 	 AE : 1.98067e-02 	 MSE : 3.68454e+01
Validation Epoch 2 : 	 Train : 1.34832e+01 	 Res : 1.91016e-01 	 Enc : 1.33900e-01 	 AE : 1.23344e-02 	 MSE : 3.56365e+01
Training Epoch 2 finished, took current epoch 70.90s, cumulative time 215.30s
Current Learning rate : 0.001
MODEL SAVED
Epoch 3, 25% 	 Loss : 1.2658e+01 	 Res : 1.8013e-01 	 Enc : 1.2114e-01 	 AEnc : 1.1706e-02 	 MSE : 3.3303e+01
Epoch 3, 50% 	 Loss : 1.2133e+01 	 Res : 1.7235e-01 	 Enc : 1.0785e-01 	 AEnc : 1.1398e-02 	 MSE : 3.3497e+01
Epoch 3, 75% 	 Loss : 1.1347e+01 	 Res : 1.6056e-01 	 Enc : 9.6668e-02 	 AEnc : 1.0492e-02 	 MSE : 3.3040e+01
Training Epoch 3 : 	 Train : 1.16904e+01 	 Res : 1.64915e-01 	 Enc : 1.03138e-01 	 AE : 1.07161e-02 	 MSE : 3.27083e+01
Validation Epoch 3 : 	 Train : 1.00841e+01 	 Res : 1.38806e-01 	 Enc : 7.13679e-02 	 AE : 8.39332e-03 	 MSE : 3.24879e+01
Training Epoch 3 finished, took current epoch 71.27s, cumulative time 286.52s
Current Learning rate : 0.001
MODEL SAVED
Epoch 4, 25% 	 Loss : 9.6683e+00 	 Res : 1.2813e-01 	 Enc : 7.5923e-02 	 AEnc : 7.7160e-03 	 MSE : 2.9747e+01
Epoch 4, 50% 	 Loss : 9.4432e+00 	 Res : 1.2671e-01 	 Enc : 6.8066e-02 	 AEnc : 7.3413e-03 	 MSE : 2.9505e+01
Epoch 4, 75% 	 Loss : 9.0071e+00 	 Res : 1.2006e-01 	 Enc : 6.2761e-02 	 AEnc : 7.0911e-03 	 MSE : 2.9330e+01
Training Epoch 4 : 	 Train : 9.30926e+00 	 Res : 1.24432e-01 	 Enc : 6.62778e-02 	 AE : 7.33575e-03 	 MSE : 2.98700e+01
Validation Epoch 4 : 	 Train : 8.78216e+00 	 Res : 1.15208e-01 	 Enc : 5.74322e-02 	 AE : 4.57571e-03 	 MSE : 3.22290e+01
Training Epoch 4 finished, took current epoch 71.71s, cumulative time 358.17s
Current Learning rate : 0.001
MODEL SAVED
Epoch 5, 25% 	 Loss : 8.6331e+00 	 Res : 1.1669e-01 	 Enc : 5.1980e-02 	 AEnc : 6.1960e-03 	 MSE : 2.9548e+01
Epoch 5, 50% 	 Loss : 8.5303e+00 	 Res : 1.1046e-01 	 Enc : 5.0192e-02 	 AEnc : 6.0942e-03 	 MSE : 3.0461e+01
Epoch 5, 75% 	 Loss : 7.8988e+00 	 Res : 1.0053e-01 	 Enc : 4.3879e-02 	 AEnc : 5.7675e-03 	 MSE : 2.8397e+01
Training Epoch 5 : 	 Train : 8.25419e+00 	 Res : 1.07518e-01 	 Enc : 4.66881e-02 	 AE : 5.91821e-03 	 MSE : 2.92362e+01
Validation Epoch 5 : 	 Train : 7.71568e+00 	 Res : 9.76656e-02 	 Enc : 3.98144e-02 	 AE : 5.14047e-03 	 MSE : 2.82354e+01
Training Epoch 5 finished, took current epoch 71.16s, cumulative time 429.26s
Current Learning rate : 0.001
MODEL SAVED
Epoch 6, 25% 	 Loss : 7.3651e+00 	 Res : 9.2871e-02 	 Enc : 3.6672e-02 	 AEnc : 5.1566e-03 	 MSE : 2.6613e+01
Epoch 6, 50% 	 Loss : 7.9274e+00 	 Res : 1.0437e-01 	 Enc : 3.4935e-02 	 AEnc : 5.8485e-03 	 MSE : 3.0174e+01
Epoch 6, 75% 	 Loss : 7.3356e+00 	 Res : 9.2467e-02 	 Enc : 3.1712e-02 	 AEnc : 4.8302e-03 	 MSE : 2.8819e+01
Training Epoch 6 : 	 Train : 7.49311e+00 	 Res : 9.63111e-02 	 Enc : 3.33275e-02 	 AE : 5.16411e-03 	 MSE : 2.85105e+01
Validation Epoch 6 : 	 Train : 7.20695e+00 	 Res : 8.98872e-02 	 Enc : 2.98067e-02 	 AE : 4.55691e-03 	 MSE : 3.08863e+01
Training Epoch 6 finished, took current epoch 71.14s, cumulative time 500.32s
Current Learning rate : 0.001
MODEL SAVED
Epoch 7, 25% 	 Loss : 6.8964e+00 	 Res : 8.6400e-02 	 Enc : 2.7174e-02 	 AEnc : 4.6324e-03 	 MSE : 2.6039e+01
Epoch 7, 50% 	 Loss : 7.0558e+00 	 Res : 8.7012e-02 	 Enc : 2.6255e-02 	 AEnc : 4.6531e-03 	 MSE : 2.7683e+01
Epoch 7, 75% 	 Loss : 6.8551e+00 	 Res : 8.4585e-02 	 Enc : 2.5503e-02 	 AEnc : 4.4684e-03 	 MSE : 2.6182e+01
Training Epoch 7 : 	 Train : 6.95056e+00 	 Res : 8.57764e-02 	 Enc : 2.58764e-02 	 AE : 4.54897e-03 	 MSE : 2.67823e+01
Validation Epoch 7 : 	 Train : 7.11803e+00 	 Res : 9.63447e-02 	 Enc : 2.46893e-02 	 AE : 3.92417e-03 	 MSE : 2.97240e+01
Training Epoch 7 finished, took current epoch 70.73s, cumulative time 571.04s
Current Learning rate : 0.001
Epoch 8, 25% 	 Loss : 6.7322e+00 	 Res : 8.3477e-02 	 Enc : 2.2470e-02 	 AEnc : 4.4114e-03 	 MSE : 2.5834e+01
Epoch 8, 50% 	 Loss : 6.6415e+00 	 Res : 8.4042e-02 	 Enc : 2.2323e-02 	 AEnc : 4.2416e-03 	 MSE : 2.6374e+01
